Sinhala,English
"නිතරම පාහේ කෘත්‍රිමව ඇති කළ පැහැදිලි සිහින ගණනාවක් දැකීම ඉතා වෙහෙසකාරී විය හැකි බව සමහර පුද්ගලයෝ විශ්වාස කරති.
","Some people believe that experiencing many artificially induced lucid dreams often enough can be very exhausting.
"
"මෙම සංසිද්ධිය සඳහා ප්‍රධාන හේතුව වන්නේ සවිඥානික සිහින මගින් REM තත්ත්වයන් අතර කාලය දීර්ඝ කිරීම වේ.
","The main reason for this phenomenon is the result of the lucid dreams expanding the length of time between REM states.
"
"රාත්‍රියකට වඩා අඩු REM ප්‍රමාණ සමගින් ඔබ සත්‍ය නින්ද අත්දකින සහ ඔබගේ ශරීරය ප්‍රකෘතියට පත්වන මෙම තත්ත්වය ගැටළුවක් වීමට තරම් නිතරම සිදු නොවේ.
","With fewer REMs per night, this state in which you experience actual sleep and your body recovers becomes infrequent enough to become a problem.
"
"මෙය ඔබට සෑම මිනිත්තු විස්සකට හෝ තිහකට වරක් අවදි වී රූපවාහිනිය නැරඹීමට සිදුවීම තරම් වෙහෙසකරය.
","This is just as exhausting as if you were to wake up every twenty or thirty minutes and watch TV.
"
"රැයකට ඔබගේ මොළය කෙතරම් වරක් පැහැදිලි සිහින දැකීමට උත්සාහ කරන්නේ ද යන්න මත ප්‍රතිඵලය රඳා පවතී.
","The effect is dependent on how often your brain attempts to lucidly dream per night.
"
"ආරම්භයේ සිටම උතුරු අප්‍රිකාවේ සිටින ඉතාලියානුවන්ගේ තත්ත්වය යහපත් වූයේ නැත. 1940 ජුනි 10 දින, ඉතාලිය විසින් යුද්ධයට සහභාගීවීම ප්‍රකාශයට පත් කර සතියක් ඇතුළත, බ්‍රිතාන්‍ය 11 වන අශ්වාරෝහක කණ්ඩායම ලිබියාවේ කපුසෝ බලකොටුව අල්ලා ගත්හ.
","Things did not go well for the Italians in North Africa almost from the start. Within a week of Italy's declaration of war on June 10, 1940, the British 11th Hussars had seized Fort Capuzzo in Libya.
"
"නැගෙනහිර බාර්ඩියා වෙත සිදු කෙරුණු රැක සිට පහර දීමකින්, බ්‍රිතාන්‍යයෝ ඉතාලි ජාතික දසවන යුධ ඉංජිනේරු ප්‍රධානී ජනරාල් ලැස්ටුසි අල්ලා ගත්හ.
","In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci.
"
"ජූනි මස 28 වනදා, ලිබියාවේ පාලක ජනරාල් සහ මුසෝලිනිගේ අනුප්‍රාප්තිකයා බව පෙනෙන්නට තිබූ මාර්ෂල් ඉටැලෝ බැල්බෝ, ටෝර්බුක් වෙත ගොඩ බසින විට, ඔහුගේ පාර්ශ්වයේ ම අත්වැරදීමකින් වෙඩි වැදී මරුමුවට පත් වූයේ ය.
","On June 28, Marshal Italo Balbo, the Governor-General of Libya and apparent heir to Mussolini, was killed by friendly fire while landing in Tobruk.
"
"නූතන ක්‍රීඩාවක් වන කඩු හරඹය, විශ්ව විද්‍යාලයක සිසුන්ගේ සිට වෘත්තීය සහ ඔලිම්පික් තරග දක්වා වන මට්ටම් ගණනාවකින් ක්‍රීඩා කෙරේ.
","The modern sport of fencing is played at many levels, from students learning at a university to professional and Olympic competition.
"
"ක්‍රීඩාව මූලික වශයෙන් ද්වන්ධ ස්වරූපයෙන් ක්‍රීඩා කරනු ලැබේ, එක් කඩු ශිල්පියෙකු තවත් අයෙකු සමග ද්වන්ධ සටනට පිවිසේ.
","The sport is primarily played in a duel format, one fencer dueling another.
"
"ගොල්ෆ් යනු ක්‍රීඩකයන් විසින් බෝලවලට පහර දී වලවල්වලට දැමීමට මුගුරක් භාවිත කරන ක්‍රීඩාවකි.
","Golf is a game in which players use clubs to hit balls into holes.
"
"එක් සාමාන්‍ය වටයකදී සිදුරු දහ අටක් ක්‍රීඩා කෙරෙන අතර සාමාන්‍යයෙන් ක්‍රීඩකයන් පිටියේ පළමු සිදුරෙන් ආරම්භ කර දහ අට වැන්නෙන් අවසන් කරයි.
","Eighteen holes are played during a regular round, with players usually starting on the first hole on the course and finishing on the eighteenth.
"
"පිටිය අවසන් කිරීමට අඩුම ප්‍රහාර ප්‍රමාණයක්, නැතහොත් පිත්ත වන්න ප්‍රමාණයක්, භාවිතා කරන ක්‍රීඩකයාට දිනුම හිමි වේ.
","The player who takes the fewest strokes, or swings of the club, to complete the course wins.
"
"මෙය තණ මත සිදුකරන ක්‍රීඩාවක් වන අතර, සිදුර වටා වන තණකොළ කෙටි වන්නට කපනු ලැබ ග්‍රීන් යනුවෙන් හඳුන්වයි.
","The game is played on grass, and the grass around the hole is mown shorter and called the green.
"
