low_res,high_res
"කේප් වර්ඩේ දූපත්වලින් සැතපුම් 645 (කිමී 1040) ක් පමණ බටහිරට වන්නට ඇති කුණාටුව, භූමිය වෙත තර්ජනයක් ඇති කිරීමට පෙර පහව යන බව කාලගුණ අනාවැකිකරුවන් ප්‍රකාශ කරති.
","The storm, situated about 645 miles (1040 km) west of the Cape Verde islands, is likely to dissipate before threatening any land areas, forecasters say.
"
"ජර්මානු සබ්මැරීන හඳුන්වන ලද්දේ යූ-බෝට්ටු යන නමිනි. ජර්මානුවෝ සිය සබ්මැරීන යාත්‍රණයට හා මෙහෙයවීමට ඉතා දක්ෂ වූහ.
","German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.
"
"පිට්මන්ට අනුව, මෙය සීල් මසුන් දඩයම් කරන නැව්, පසුගිය වසර 15ක කාලයකට අත්දැකපු විශාලතම සහ වැඩිම ඝනත්වයකින් යුත් මුහුදු අයිස් ප්‍රමාණයක් වෙයි.
","The amount and thickness of the pack ice, according to Pittman, is the worst it has been for sealers in the past 15 years.
"
"ගිම්හානයේ දී මෙහි වාසය කරන දහස් ගණනක කාර්ය මණ්ඩලය බොහෝ දුරට රැඳී සිටින්නේ එම ප්‍රදේශවල පිහිටි දුසිම් 4 කඳවුරුවලය; එනම් ශීත කාලයට නැවතී සිටින කුඩා සංඛ්‍යාවක නවාතැන්පළවලය.
","A couple of thousand staff live here in summer in some four dozen bases mostly in those areas; a small number stay over winter.
"
"""2004 ඔලිම්පික් රිදී පදක්කම්ලාභියා වූ අමීර් ඛාන්  """"මගේ යටි සිතින් සිතන්නේ කාන්තාවන් සටන් නොකළ යුතු බවයි. ඒ මගේ මතයයි"""" ලෙස පැවසුවේය.""
","2004 Olympic silver medallist Amir Khan said, ""Deep down I think women shouldn’t fight. That’s my opinion.""
"
"ග්‍රීක ඉතිහාසඥ ස්ට්‍රැබෝ පසුව නම සඳහන් කළ අතර එය අද අප දන්නා කරුණකි. මහා ඇලෙක්සැන්ඩර් ඉපදුණු රාත්‍රියේ ම දේවමාළිගාව විනාශ විය.
","The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.
"
"කැෆේනෙට් එල් සෝල් එක් දින අවසර පත්‍ර සඳහා ඩොලර් 30 හෝ ඩොලර් 10 ගාස්තුවකට වෙන්කිරීම් සේවාවක් සපයයි; විස්තර ඔවුන්ගේ කෝකොවාඩෝ පිටුවෙහි ඇත.
","CafeNet El Sol offers a reservation service for a fee of US$30, or $10 for one-day passes; details on their Corcovado page.
"
"බූමරංගය විසි කිරීම යනු බොහෝ සංචාරකයින් ප්‍රගුණ කිරීමට කැමති ජනප්‍රිය කුසලතාවකි.
","Boomerang throwing is a popular skill that many tourists want to acquire.
"
"දේවමාළිගාවේ අඳුරු වාතාවරණය සහ ටොන්ලේ සැප් විලට ඉහළින් පෙනෙන දර්ශනය, කන්ද නැගීමට වටිනාකමක් ලබා දෙයි.
","The gloomy atmosphere of the temple and the view over the Tonle Sap lake make the climb to the hill worthwhile.
"
"අවුරුදු දහස් ගණනක් පැරණි නටබුන් මධ්‍යයේ සිටගෙන සිටියත්, දිගු කලකට පෙර පැවති සංග්‍රාම වල ශබ්දය සහ ගන්ධය මතකයට නඟා ගැනීමට,  වටගල් මත කුර ගැටෙන සට සට ශබ්දය ඇසීමට සහ ඇඳිරිගේ නරාවවළ වලින් නැගී එන බිය ආඝ්‍රාණය කිරීමට අපහසු නොවේ.
","Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.
"
"ඇය ඇට්ලන්ටා හි සිටි කාල සීමාව තුළ විවේචනාත්මක පැසසුමට ලක් වූ අතර, නව්‍යකරණය වූ නාගරික අධ්‍යාපනය සම්බන්ධව පිළිගැනීමට ලක් විය.
","She gained critical acclaim during her time in Atlanta and was recognized for innovative urban education.
"
"කුලීකරුවන් ඔවුන්ට සිදු වූ දෙය පිළිබඳව තොරතුරු බෙදාගැනීම ආරම්භ කළ විට, සම්බන්ධ වූ බොහෝ පවුල්වලට හදිසියේම පසක් වූයේ OHAහි කැරොලින් විල්සන් තමන්ගේ ආරක්ෂිත තැන්පතු සොරාගෙන, නගරයෙන් පැන ගොස් ඇති බව ය.
","When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the OHA had stolen their security deposits, and skipped out of town.
"
"අනෙකුන් සඳහා බඩු රැගෙන යාම - විශේෂයෙන් ඔබ ජාත්‍යන්තර සීමා තරණය කරන විට කිසි විටෙකත් ඔබේ ගමන්මලු පෙනෙන මානයෙන් ඈතට නොයන්න.
","Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders.
"
